rank,year,forecast_horizon,country_name,iso3,j,k,description_short,forecasted_value,latest_historical_demand,latest_alg_export_v,predicted_growth_abs,predicted_growth_pct,global_demand_rank,rca,market_penetration,low_market_penetration_score,forecast_opportunity_score,model_used,is_hydrocarbon,forecast_scope,reason_or_interpretation
1255,2026,3,Thailand,THA,764,710239,"Diamonds: non-industrial, (other than unworked or simply saw",665301.3363964049,1037739.202,0.0,-372437.86560359504,-35.8893510899278,0.9912436879605796,,0.0,1.0,0.3177182130208313,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1256,2024,1,Rep. of Korea,KOR,410,852990,Reception and transmission apparatus: for use with the appar,1369650.520589636,1677143.357,0.0,-307492.83641036414,-18.33432038632605,0.9873945732569614,0.0061086604437493,0.0,1.0,0.31676446088916943,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1257,2024,1,Japan,JPN,392,851770,Telephone sets and other apparatus for the transmission or r,939763.8753471144,1099842.331,0.0,-160078.45565288572,-14.554673078216492,0.9914361436957604,0.00044352889636,0.0,1.0,0.3167581612564324,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1258,2025,2,United Kingdom,GBR,826,844399,"Printing machinery: parts and accessories, n.e.c. in item no",1101092.2323839809,1296236.993,0.0,-195144.76061601916,-15.05471311726552,0.9860473831106952,0.0015052307619635,0.0,1.0,0.3167521534378433,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1259,2024,1,Singapore,SGP,702,844399,"Printing machinery: parts and accessories, n.e.c. in item no",1277864.0663387408,1513908.425,0.0,-236044.3586612593,-15.591719734386134,0.9860473831106952,0.0015052307619635,0.0,1.0,0.31658044040233824,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1260,2026,3,China,CHN,156,852990,Reception and transmission apparatus: for use with the appar,6160978.49887319,8965656.176,0.0,-2804677.677126811,-31.282458551495655,0.9873945732569614,0.0061086604437493,0.0,1.0,0.31564432641752016,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1261,2025,2,Poland,POL,616,852990,Reception and transmission apparatus: for use with the appar,1246502.0301877614,1530039.554,0.0,-283537.5238122386,-18.53138522275344,0.9873945732569614,0.0061086604437493,0.0,1.0,0.3156281384913756,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1262,2025,2,Brazil,BRA,76,100199,"Cereals: wheat and meslin, other than durum wheat, other tha",1072015.3205355706,1261222.513,0.0,-189207.19246442945,-15.001888288084295,0.9889342191384088,9.185849923801444e-05,0.0,1.0,0.3156152083495755,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1263,2024,1,Germany,DEU,276,847130,"Automatic data processing machines: portable, weighing not m",7630264.588263593,11383832.437,0.436,-3753567.8487364063,-32.97279602022665,0.9974022714863688,4.579819987309988e-05,3.829993127647439e-08,0.9999999617000688,0.3151764272159167,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1264,2024,1,"China, Hong Kong SAR",HKG,344,847130,"Automatic data processing machines: portable, weighing not m",4381524.671490046,5825156.930999999,0.0,-1443632.2595099527,-24.782718759512044,0.9974022714863688,4.579819987309988e-05,0.0,1.0,0.3146400045754829,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1265,2024,1,Netherlands,NLD,528,847330,Machinery: parts and accessories of the machines of heading ,2630494.085367848,3325086.285,0.05,-694592.1996321524,-20.88944887732898,0.9958626256049214,0.0011502606559259,1.5037203763871652e-08,0.9999999849627962,0.3141978364775562,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1266,2026,3,Russian Federation,RUS,643,950300,"Tricycles, scooters, pedal cars and similar wheeled toys: do",956925.8825431754,1134541.55,0.0,-177615.66745682468,-15.655280977309705,0.9900889535494942,0.0003212903647492,0.0,1.0,0.3140226154615473,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1267,2024,1,China,CHN,156,851770,Telephone sets and other apparatus for the transmission or r,3558007.6562693687,4600712.726,0.0,-1042705.0697306312,-22.66398994742692,0.9914361436957604,0.00044352889636,0.0,1.0,0.3138729601190153,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1268,2024,1,France,FRA,251,852872,"Reception apparatus for television, whether or not incorpora",1099250.226226201,1340662.073,4.385,-241411.84677379904,-18.00691252744934,0.986432294581057,0.0045139430886933,3.270772022503541e-06,0.9999967292279774,0.31387014147220316,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1269,2024,1,United Kingdom,GBR,826,852872,"Reception apparatus for television, whether or not incorpora",1396235.0901431425,1721278.091,0.0,-325043.00085685775,-18.88381677292015,0.986432294581057,0.0045139430886933,0.0,1.0,0.3136374330245829,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1270,2026,3,United Arab Emirates,ARE,784,710239,"Diamonds: non-industrial, (other than unworked or simply saw",2952883.395866702,8487859.668,0.0,-5534976.272133298,-65.21050640128583,0.9912436879605796,,0.0,1.0,0.31359243853148905,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1271,2025,2,Switzerland,CHE,757,710239,"Diamonds: non-industrial, (other than unworked or simply saw",1264353.7117945056,2091571.28,0.0,-827217.5682054944,-39.55005388128558,0.9912436879605796,,0.0,1.0,0.31308842285620275,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1272,2024,1,Nigeria,NGA,566,100199,"Cereals: wheat and meslin, other than durum wheat, other tha",1146617.784951072,1370849.863,0.0,-224232.07804892797,-16.357158001111312,0.9889342191384088,9.185849923801444e-05,0.0,1.0,0.31306098311275204,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1273,2024,1,Japan,JPN,392,950300,"Tricycles, scooters, pedal cars and similar wheeled toys: do",2144344.426282987,2656175.391,0.0,-511830.9647170128,-19.26947167913931,0.9900889535494942,0.0003212903647492,0.0,1.0,0.3128538094347406,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1274,2024,1,India,IND,699,847130,"Automatic data processing machines: portable, weighing not m",4013807.818417723,5352412.92,0.0,-1338605.101582277,-25.00937654829286,0.9974022714863688,4.579819987309988e-05,0.0,1.0,0.3120424832929001,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1275,2026,3,Italy,ITA,380,950300,"Tricycles, scooters, pedal cars and similar wheeled toys: do",951086.6098407654,1140319.545,0.0,-189232.93515923456,-16.594728730992202,0.9900889535494942,0.0003212903647492,0.0,1.0,0.3119235346415726,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1276,2024,1,Indonesia,IDN,360,851770,Telephone sets and other apparatus for the transmission or r,1956022.569007792,2429193.362,0.0,-473170.7929922077,-19.47851498337034,0.9914361436957604,0.00044352889636,0.0,1.0,0.31173249751264664,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1277,2024,1,Netherlands,NLD,528,847130,"Automatic data processing machines: portable, weighing not m",3373065.6272222297,4411581.92,0.0,-1038516.2927777702,-23.540677961110383,0.9974022714863688,4.579819987309988e-05,0.0,1.0,0.3116142982262112,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1278,2026,3,United Kingdom,GBR,826,847150,Units of automatic data processing machines: processing unit,2490276.4520540712,3157237.375,0.0,-666960.9229459288,-21.12482666736228,0.9943229797234742,0.0003088252491352,0.0,1.0,0.3115809689079848,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1279,2025,2,"China, Hong Kong SAR",HKG,344,851770,Telephone sets and other apparatus for the transmission or r,6176609.892963967,8888244.149,0.0,-2711634.256036033,-30.50809823154007,0.9914361436957604,0.00044352889636,0.0,1.0,0.3115729711154063,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1280,2025,2,Germany,DEU,276,844399,"Printing machinery: parts and accessories, n.e.c. in item no",3419841.1376799275,4473650.559,54.766,-1053809.4213200728,-23.555917196081403,0.9860473831106952,0.0015052307619635,1.224190384960284e-05,0.9999877580961504,0.311294944300936,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1281,2025,2,China,CHN,156,710239,"Diamonds: non-industrial, (other than unworked or simply saw",2520150.4741013567,4894840.228,0.0,-2374689.7538986434,-48.514142306722974,0.9912436879605796,,0.0,1.0,0.31112216745480853,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1282,2024,1,"China, Hong Kong SAR",HKG,344,847170,Units of automatic data processing machines: storage units,4117590.085795648,5498926.444,0.0,-1381336.358204353,-25.120109757270157,0.9895115863439514,0.0002894165660946,0.0,1.0,0.31110020159279284,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1283,2024,1,France,FRA,251,847130,"Automatic data processing machines: portable, weighing not m",3764245.1364438767,5009558.856,2.814,-1245313.719556123,-24.858750148520524,0.9974022714863688,4.579819987309988e-05,5.617261082040475e-07,0.9999994382738918,0.31094902953739806,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1284,2024,1,Spain,ESP,724,852872,"Reception apparatus for television, whether or not incorpora",781525.660485587,959056.276,231.705,-177530.615514413,-18.51096958093552,0.986432294581057,0.0045139430886933,0.0002415968758021,0.999758403124198,0.3109361147089002,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1285,2026,3,Viet Nam,VNM,704,854232,Electronic integrated circuits: memories,2204733.751636157,4669301.8,0.0,-2464568.048363843,-52.78236776992746,0.9972098157511878,,0.0,1.0,0.31051482557879895,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1286,2026,3,India,IND,699,847150,Units of automatic data processing machines: processing unit,1898729.098334156,2375732.224,0.0,-477003.1256658437,-20.07815194183449,0.9943229797234742,0.0003088252491352,0.0,1.0,0.31050562806776816,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1287,2025,2,Czechia,CZE,203,847330,Machinery: parts and accessories of the machines of heading ,1606088.029133023,2008311.697,0.0,-402223.6678669769,-20.02795026627667,0.9958626256049214,0.0011502606559259,0.0,1.0,0.31024432442523053,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1288,2024,1,Japan,JPN,392,852990,Reception and transmission apparatus: for use with the appar,1411448.32204767,1800014.473,0.0,-388566.1509523301,-21.586834816095955,0.9873945732569614,0.0061086604437493,0.0,1.0,0.3098511268407831,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1289,2025,2,"China, Hong Kong SAR",HKG,344,852990,Reception and transmission apparatus: for use with the appar,3876871.267510738,5390088.204,0.0,-1513216.9364892617,-28.074066308716414,0.9873945732569614,0.0061086604437493,0.0,1.0,0.30966033829644496,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1290,2026,3,Germany,DEU,276,854239,Electronic integrated circuits: n.e.c. in heading no. 8542,6918723.122648784,10479719.161,0.0,-3560996.0383512164,-33.97988041133173,0.998557005897454,0.0001545718456304,0.0,1.0,0.3092591427148332,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1291,2025,2,France,FRA,251,847150,Units of automatic data processing machines: processing unit,1255625.1940273405,1550663.419,0.0,-295038.2249726595,-19.02658058206631,0.9943229797234742,0.0003088252491352,0.0,1.0,0.3091467420338054,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1292,2026,3,United Arab Emirates,ARE,784,852872,"Reception apparatus for television, whether or not incorpora",732932.230797392,907919.469,0.0,-174987.23820260807,-19.27343163985044,0.986432294581057,0.0045139430886933,0.0,1.0,0.30899422311564934,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1293,2025,2,France,FRA,251,844399,"Printing machinery: parts and accessories, n.e.c. in item no",1346020.950196419,1667143.6,78.463,-321122.64980358095,-19.261847018072167,0.9860473831106952,0.0015052307619635,4.706433207073464e-05,0.9999529356679293,0.30889693799783613,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1294,2026,3,China,CHN,156,710239,"Diamonds: non-industrial, (other than unworked or simply saw",2119306.698018714,4894840.228,0.0,-2775533.5299812863,-56.70325078445617,0.9912436879605796,,0.0,1.0,0.308833936685851,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1295,2025,2,Belgium,BEL,56,710239,"Diamonds: non-industrial, (other than unworked or simply saw",2106915.813768544,3886157.418,0.0,-1779241.6042314563,-45.784084710267294,0.9912436879605796,,0.0,1.0,0.30876320288807846,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1296,2025,2,China,CHN,156,844399,"Printing machinery: parts and accessories, n.e.c. in item no",1825976.079807988,2302649.231,0.0,-476673.1511920125,-20.701075299471544,0.9860473831106952,0.0015052307619635,0.0,1.0,0.3084744198080217,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1297,2026,3,Rep. of Korea,KOR,410,854239,Electronic integrated circuits: n.e.c. in heading no. 8542,6157094.977033346,9135165.734,0.0,-2978070.756966655,-32.600073645983564,0.998557005897454,0.0001545718456304,0.0,1.0,0.3079454121356022,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1298,2024,1,India,IND,699,851770,Telephone sets and other apparatus for the transmission or r,6959340.778174534,10582985.591,0.0,-3623644.8128254656,-34.240288637519185,0.9914361436957604,0.00044352889636,0.0,1.0,0.30783452240238834,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1299,2025,2,Canada,CAN,124,950300,"Tricycles, scooters, pedal cars and similar wheeled toys: do",1310113.0995380431,1627328.117,0.836,-317215.01746195694,-19.492996780928657,0.9900889535494942,0.0003212903647492,5.137255303750153e-07,0.9999994862744697,0.3076000366643949,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1300,2024,1,Japan,JPN,392,847170,Units of automatic data processing machines: storage units,1463560.8958931307,1825732.678,0.0,-362171.7821068692,-19.83706522159698,0.9895115863439514,0.0002894165660946,0.0,1.0,0.3075664438872424,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1301,2024,1,United Kingdom,GBR,826,950300,"Tricycles, scooters, pedal cars and similar wheeled toys: do",2036950.4175121,2599777.715,0.0,-562827.2974879001,-21.649054618806137,0.9900889535494942,0.0003212903647492,0.0,1.0,0.3070082935358232,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1302,2025,2,Japan,JPN,392,844399,"Printing machinery: parts and accessories, n.e.c. in item no",1291198.508549987,1615105.8,0.0,-323907.2914500127,-20.054865226167397,0.9860473831106952,0.0015052307619635,0.0,1.0,0.306842571475137,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1303,2025,2,Nigeria,NGA,566,100199,"Cereals: wheat and meslin, other than durum wheat, other tha",1108684.839547492,1370849.863,0.0,-262165.02345250803,-19.12426958841284,0.9889342191384088,9.185849923801444e-05,0.0,1.0,0.30675985326178395,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1304,2026,3,Czechia,CZE,203,847330,Machinery: parts and accessories of the machines of heading ,1574400.356645529,2008311.697,0.0,-433911.340354471,-21.605776683103738,0.9958626256049214,0.0011502606559259,0.0,1.0,0.3065939593494353,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1305,2026,3,Israel,ISR,376,710239,"Diamonds: non-industrial, (other than unworked or simply saw",1715543.9024416676,3316857.809,0.0,-1601313.9065583325,-48.27803899863626,0.9912436879605796,,0.0,1.0,0.3065290425916261,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1306,2025,2,Canada,CAN,124,847150,Units of automatic data processing machines: processing unit,1861452.9128730656,2384413.248,0.0,-522960.3351269346,-21.93245384647916,0.9943229797234742,0.0003088252491352,0.0,1.0,0.30621542015505276,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1307,2024,1,Japan,JPN,392,100199,"Cereals: wheat and meslin, other than durum wheat, other tha",1431791.771821171,1797610.75,0.0,-365818.97817882895,-20.350288747373643,0.9889342191384088,9.185849923801444e-05,0.0,1.0,0.3059084329233285,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1308,2024,1,France,FRA,251,950300,"Tricycles, scooters, pedal cars and similar wheeled toys: do",1875506.16590761,2396512.59,2.934,-521006.4240923899,-21.740191404226668,0.9900889535494942,0.0003212903647492,1.2242789844888736e-06,0.9999987757210155,0.30588622190631265,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1309,2026,3,Belgium,BEL,56,710239,"Diamonds: non-industrial, (other than unworked or simply saw",1532017.1766846275,3886157.418,0.0,-2354140.2413153723,-60.5775831522266,0.9912436879605796,,0.0,1.0,0.305481373834218,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1310,2025,2,Mexico,MEX,484,847170,Units of automatic data processing machines: storage units,1274106.7390568128,1602556.218,0.0,-328449.4789431873,-20.49534832251278,0.9895115863439514,0.0002894165660946,0.0,1.0,0.3050374426512252,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1311,2025,2,Singapore,SGP,702,847150,Units of automatic data processing machines: processing unit,1657051.0588676727,2123431.51,0.0,-466380.4511323271,-21.963526910850405,0.9943229797234742,0.0003088252491352,0.0,1.0,0.30498025858401573,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1312,2024,1,Singapore,SGP,702,847330,Machinery: parts and accessories of the machines of heading ,2856482.419588992,3844500.229,0.0,-988017.809411008,-25.69951230482832,0.9958626256049214,0.0011502606559259,0.0,1.0,0.30491107433804315,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1313,2024,1,Rep. of Korea,KOR,410,901380,"Optical devices, appliances and instruments: n.e.c. in headi",169401.85050330378,242674.753,0.0,-73272.90249669622,-30.193871258085185,0.8755777911168537,,0.0,1.0,0.3048238382989277,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1314,2024,1,Philippines,PHL,608,100199,"Cereals: wheat and meslin, other than durum wheat, other tha",1560473.5652934874,1992395.997,0.0,-431922.4317065126,-21.678543440002336,0.9889342191384088,9.185849923801444e-05,0.0,1.0,0.30372232463292637,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1315,2024,1,Canada,CAN,124,847130,"Automatic data processing machines: portable, weighing not m",3612538.9037354714,5025424.233,0.0,-1412885.3292645295,-28.114747407525577,0.9974022714863688,4.579819987309988e-05,0.0,1.0,0.3029234406261832,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1316,2026,3,India,IND,699,710239,"Diamonds: non-industrial, (other than unworked or simply saw",1053346.4073825658,2124712.913,0.0,-1071366.505617434,-50.42405960176109,0.9912436879605796,,0.0,1.0,0.30274886494204617,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1317,2026,3,Switzerland,CHE,757,710239,"Diamonds: non-industrial, (other than unworked or simply saw",999493.9567807036,2091571.28,0.0,-1092077.3232192963,-52.213249132934,0.9912436879605796,,0.0,1.0,0.30244144633708436,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1318,2024,1,United Kingdom,GBR,826,847170,Units of automatic data processing machines: storage units,1080069.8769843278,1377768.521,0.0,-297698.6440156721,-21.607304817764245,0.9895115863439514,0.0002894165660946,0.0,1.0,0.30148470064653776,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1319,2026,3,Malaysia,MYS,458,854239,Electronic integrated circuits: n.e.c. in heading no. 8542,6169720.19537177,9585478.501,0.0,-3415758.30562823,-35.6347187599647,0.998557005897454,0.0001545718456304,0.0,1.0,0.30134461715813815,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1320,2025,2,Rep. of Korea,KOR,410,100199,"Cereals: wheat and meslin, other than durum wheat, other tha",1254206.3956859272,1607264.788,0.0,-353058.3923140727,-21.96641119434968,0.9889342191384088,9.185849923801444e-05,0.0,1.0,0.3013409967282782,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1321,2026,3,France,FRA,251,847150,Units of automatic data processing machines: processing unit,1201822.4704988883,1550663.419,0.0,-348840.9485011115,-22.49623897918956,0.9943229797234742,0.0003088252491352,0.0,1.0,0.301210192211395,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1322,2024,1,USA,USA,842,853400,Circuits: printed,1954790.498943015,2567234.599,0.0,-612444.1000569849,-23.856179731121838,0.988356851932866,1.1002339092700973e-05,0.0,1.0,0.30097420769415434,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1323,2026,3,Poland,POL,616,852990,Reception and transmission apparatus: for use with the appar,1148075.4152162978,1530039.554,0.0,-381964.13878370216,-24.96433100602719,0.9873945732569614,0.0061086604437493,0.0,1.0,0.30092089330133026,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1324,2026,3,Germany,DEU,276,854231,"Electronic integrated circuits: processors and controllers, ",6970594.335801015,11373883.131,208.967,-4403288.795198984,-38.7140323536263,0.998941917367816,0.0014564602011438,1.8372529205127107e-05,0.9999816274707949,0.30075460224648637,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1325,2024,1,Germany,DEU,276,853400,Circuits: printed,1612739.8873412109,2103105.459,0.0,-490365.57165878895,-23.316261652991557,0.988356851932866,1.1002339092700973e-05,0.0,1.0,0.3002088230222506,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1326,2024,1,China,CHN,156,853400,Circuits: printed,3902481.391490805,5524466.513,1.2,-1621985.1215091958,-29.36003173686349,0.988356851932866,1.1002339092700973e-05,2.172155441934887e-07,0.9999997827844558,0.2999902650905788,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1327,2025,2,"China, Hong Kong SAR",HKG,344,847330,Machinery: parts and accessories of the machines of heading ,8690128.268219223,15365095.025,0.0,-6674966.756780777,-43.44240465757078,0.9958626256049214,0.0011502606559259,0.0,1.0,0.29919788620614646,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1328,2024,1,USA,USA,842,851770,Telephone sets and other apparatus for the transmission or r,2881312.832654468,3979458.243,0.0,-1098145.4103455315,-27.59534949957588,0.9914361436957604,0.00044352889636,0.0,1.0,0.2991664812664452,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1329,2024,1,Netherlands,NLD,528,847170,Units of automatic data processing machines: storage units,1812549.8343987225,2408806.09,0.333,-596256.2556012776,-24.75318615627037,0.9895115863439514,0.0002894165660946,1.3824275909232696e-07,0.9999998617572409,0.29874861801158586,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1330,2025,2,USA,USA,842,852990,Reception and transmission apparatus: for use with the appar,1689388.3932445173,2326908.122,18.396,-637519.7287554827,-27.39771814486291,0.9873945732569614,0.0061086604437493,7.905769817928377e-06,0.9999920942301821,0.29865983892985865,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1331,2025,2,Netherlands,NLD,528,950300,"Tricycles, scooters, pedal cars and similar wheeled toys: do",1186149.828269018,1551370.531,0.26,-365220.7027309821,-23.541809995292613,0.9900889535494942,0.0003212903647492,1.6759374682230574e-07,0.9999998324062532,0.29798948946902293,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1332,2025,2,Viet Nam,VNM,704,853400,Circuits: printed,3286755.080847152,4609880.045,0.0,-1323124.964152848,-28.701939122861663,0.988356851932866,1.1002339092700973e-05,0.0,1.0,0.29792245735899703,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1333,2025,2,Czechia,CZE,203,847170,Units of automatic data processing machines: storage units,1246118.255711913,1635465.101,0.0,-389346.8452880867,-23.806490584850863,0.9895115863439514,0.0002894165660946,0.0,1.0,0.2975968146881399,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1334,2026,3,Canada,CAN,124,950300,"Tricycles, scooters, pedal cars and similar wheeled toys: do",1239053.6206955663,1627328.117,0.836,-388274.4963044336,-23.85963176376639,0.9900889535494942,0.0003212903647492,5.137255303750153e-07,0.9999994862744697,0.29759261856771646,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1335,2025,2,Rep. of Korea,KOR,410,852990,Reception and transmission apparatus: for use with the appar,1228259.884790637,1677143.357,0.0,-448883.472209363,-26.764764641962746,0.9873945732569614,0.0061086604437493,0.0,1.0,0.297419664337607,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1336,2026,3,United Kingdom,GBR,826,844399,"Printing machinery: parts and accessories, n.e.c. in item no",990767.971752495,1296236.993,0.0,-305469.021247505,-23.56583116336852,0.9860473831106952,0.0015052307619635,0.0,1.0,0.29740730717154085,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1337,2026,3,Canada,CAN,124,847150,Units of automatic data processing machines: processing unit,1770185.9190698632,2384413.248,0.0,-614227.328930137,-25.76010385134955,0.9943229797234742,0.0003088252491352,0.0,1.0,0.2972778182137678,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1338,2025,2,Singapore,SGP,702,847170,Units of automatic data processing machines: storage units,1250532.2209176442,1648131.673,0.0,-397599.4520823557,-24.124252849205195,0.9895115863439514,0.0002894165660946,0.0,1.0,0.2969232860556282,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1339,2024,1,Mexico,MEX,484,844399,"Printing machinery: parts and accessories, n.e.c. in item no",670756.8991532181,873805.563,0.0,-203048.66384678183,-23.23728211910936,0.9860473831106952,0.0015052307619635,0.0,1.0,0.2963029576344425,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1340,2024,1,Mexico,MEX,484,851770,Telephone sets and other apparatus for the transmission or r,1442302.989766738,1927384.701,0.0,-485081.7112332622,-25.16787183075509,0.9914361436957604,0.00044352889636,0.0,1.0,0.2962896119741482,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1341,2025,2,United Arab Emirates,ARE,784,852872,"Reception apparatus for television, whether or not incorpora",681517.5720989088,907919.469,0.0,-226401.8969010912,-24.93634123194369,0.986432294581057,0.0045139430886933,0.0,1.0,0.29624857618897565,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
1342,2025,2,United Kingdom,GBR,826,852872,"Reception apparatus for television, whether or not incorpora",1261497.439591218,1721278.091,0.0,-459780.651408782,-26.711584479743543,0.986432294581057,0.0045139430886933,0.0,1.0,0.29565583782430815,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
